534400	-	245	gap_sense	1000	1000	1000	1000
535483	-	511	gene_sense	1000	1000	1000	1000
536568	+	111	gene_antisense	1000	894	1000	1000
538948	-	157	gene_sense	1000	1000	1000	1000
540230	+	314	gene_antisense	1000	1000	1000	1000
542163	+	462	gene_sense	1000	1000	1000	1000
545829	-	1127	gap_sense	1000	1000	1000	1000
552617	+	832	gene_sense_leadless	1000	1000	1000	1000
556408	+	1285	gap_sense	1000	1000	1000	1000
557439	+	824	gap_sense	1000	1000	1000	1000
558827	+	116	gap_sense	1000	1000	886	924
559864	+	328	gap_sense	1000	1000	1000	1000
561790	-	788	gap_sense	1000	1000	1000	1000
562716	-	192	gene_sense_leadless	1000	739	1000	926
563455	-	627	gap_sense	1000	1000	1000	1000
563570	+	289	gene_sense_leadless	1000	1000	1000	1000
564991	+	466	gap_sense	1000	1000	1000	1000
566487	+	1686	gap_sense	1000	1000	1000	1000
568970	-	791	gene_sense	1000	256	1000	1000
571755	+	1075	gene_sense	1000	1000	1000	1000
573840	+	1346	gap_sense	1000	1000	1000	1000
575360	+	485	gene_sense	1000	1000	1000	1000
577172	+	38	gene_sense	335	1000	1000	1000
578429	+	438	gene_sense_leadless	1000	1000	864	1000
583577	+	71	gene_antisense	1000	797	1000	1000
587104	+	305	gene_sense	381	1000	1000	1000
590098	+	489	gene_sense	1000	1000	946	1000
591450	+	3028	gap_sense	406	1000	1000	1000
592282	-	175	gene_antisense	435	1000	832	1000
592717	+	3138	gene_sense	1000	1000	1000	1000
594782	-	480	gene_sense_leadless	1000	674	1000	1000
596658	+	375	gap_sense	1000	1000	1000	1000
600400	+	1089	gap_sense	1000	1000	1000	1000
602298	+	1984	gene_sense	1000	1000	1000	1000
607057	+	300	gene_sense	1000	1000	1000	1000
608719	+	563	gap_sense	1000	128	1000	1000
610125	+	196	gap_sense	295	1000	1000	947
611072	-	258	gap_antisense	1000	955	947	1000
612027	-	108	gene_sense	1000	1000	1000	955
612911	+	365	gap_sense	704	884	1000	1000
614838	+	464	gene_sense_leadless	1000	1000	1000	1000
619754	+	192	gene_sense	1000	1000	1000	1000
620836	+	105	gene_sense	1000	1000	1000	1000
622300	-	1232	gap_sense	1000	1000	1000	1000
626443	-	156	gene_sense_leadless	1000	1000	1000	889
629967	-	64	gap_sense	1000	1000	1000	1000
631943	-	1072	gene_antisense	1000	1000	1000	1000
635927	-	508	gap_sense	1000	1000	1000	1000
637545	-	1294	gap_sense	1000	1000	1000	1000
639982	-	446	gap_sense	1000	1000	1000	1000
640864	-	371	gene_sense	1000	1000	1000	1000
646301	+	317	gene_sense_leadless	831	1000	1000	1000
648867	+	443	gene_sense	1000	1000	825	1000
649692	+	280	gene_sense_leadless	825	1000	1000	1000
650748	-	1232	gene_sense_leadless	1000	1000	1000	1000
652774	+	867	gene_sense_leadless	1000	1000	1000	1000
653840	+	921	gap_sense	1000	1000	1000	1000
660987	+	413	gap_sense	755	1000	1000	1000
662473	+	79	gene_sense	1000	1000	1000	1000
664915	-	321	gap_sense	1000	500	1000	1000
665820	-	345	gap_sense	1000	1000	1000	1000
668458	-	577	gap_sense	1000	1000	1000	1000
669840	+	456	gap_sense	1000	1000	1000	1000
676034	-	1754	gap_sense	1000	1000	1000	1000
676475	+	195	gene_sense	234	441	1000	1000
677713	+	323	gene_sense_leadless	1000	94	875	1000
678899	+	249	gene_antisense	311	1000	1000	1000
684413	+	908	gene_sense_leadless	1000	1000	1000	1000
685939	+	123	gene_sense	1000	1000	1000	1000
697806	-	746	gap_sense	1000	1000	1000	1000
701433	+	242	gene_sense	1000	1000	1000	1000
703230	+	751	gap_sense	1000	1000	1000	1000
704906	-	77	gene_sense	1000	1000	1000	1000
709524	-	282	gene_antisense	815	1000	1000	1000
710785	+	342	gene_sense_leadless	446	1000	1000	1000
714193	+	263	gap_sense	1000	1000	1000	1000
716413	+	438	gene_sense_leadless	1000	1000	1000	1000
717702	-	115	gene_sense	314	197	1000	1000
731933	+	518	gene_sense_leadless	778	1000	1000	1000
733368	+	3882	gap_sense	1000	1000	1000	1000
734107	+	263	gene_sense	739	1000	1000	1000
739252	-	149	gap_sense	751	1000	1000	1000
742500	-	342	gene_sense	1000	1000	1000	1000
748063	+	788	gap_sense	1000	1000	1000	1000
751539	+	4225	gene_sense	1000	1000	1000	1000
755239	-	1557	gap_sense	1000	1000	1000	1000
756770	+	841	gene_sense	1000	1000	1000	1000
759597	+	2670	gap_sense	1000	1000	1000	1000
760745	+	75	gene_sense	1000	1000	1000	1000
769795	+	413	gene_sense_leadless	1000	1000	1000	1000
771487	+	187	gene_sense_leadless	902	1000	1000	1000
781380	+	1688	gap_sense	1000	1000	1000	1000
782885	+	104	gene_sense	1000	1000	1000	1000
784751	+	593	gap_sense	1000	1000	1000	1000
786123	+	552	gap_sense	1000	1000	1000	1000
787086	+	147	gap_sense	1000	1000	869	1000
787955	+	160	gene_sense	869	1000	1000	1000
791275	-	1180	gene_sense	1000	1000	1000	1000
791716	+	4545	gene_sense	1000	1000	1000	1000
794742	+	445	gene_sense	1000	1000	1000	1000
800206	+	3923	gap_sense	1000	1000	1000	1000
801373	+	48	gene_sense	1000	1000	1000	1000
806304	+	324	gap_sense	537	1000	1000	1000
809898	+	254	gap_sense	1000	1000	1000	1000
811231	+	1147	gap_sense	1000	1000	1000	1000
815733	+	808	gene_sense	739	1000	1000	1000
819677	-	201	gap_sense	1000	1000	1000	1000
820273	+	339	gene_antisense	1000	1000	1000	1000
824718	+	688	gap_sense	699	1000	1000	1000
827424	+	107	gene_sense	1000	1000	1000	1000
830027	+	185	gap_sense	817	1000	1000	1000
832428	+	335	gap_sense	1000	1000	1000	1000
834949	-	254	gene_sense_leadless	1000	1000	1000	1000
838378	+	486	gap_sense	1000	1000	1000	1000
840950	+	313	gene_sense_leadless	1000	1000	1000	969
842032	+	463	gap_sense	1000	113	1000	1000
850076	-	375	gap_sense	591	432	1000	1000
850667	+	158	gene_antisense	1000	159	884	1000
854229	-	143	gap_sense	1000	1000	1000	1000
855898	-	720	gap_sense	1000	1000	1000	1000
857512	+	97	gene_antisense	1000	1000	1000	1000
860872	+	150	gap_sense	1000	159	1000	1000
868284	+	437	gene_antisense	1000	1000	1000	1000
868908	+	107	gene_sense	624	561	1000	1000
870000	+	534	gap_sense	1000	1000	1000	1000
878431	-	390	gene_sense	1000	1000	1000	1000
879362	+	147	gene_sense	626	931	1000	1000
882457	+	586	gap_sense	1000	67	1000	1000
883276	+	474	gene_sense	1000	886	1000	1000
894634	+	260	gene_sense_leadless	1000	1000	1000	887
895784	+	197	gap_sense	1000	1000	1000	1000
898795	+	1686	gap_sense	1000	1000	1000	1000
902133	+	1916	gene_sense	1000	1000	1000	1000
906406	+	222	gap_sense	1000	63	1000	1000
908120	-	630	gap_sense	1000	431	1000	1000
909584	-	587	gap_sense	1000	1000	1000	1000
910910	+	934	gap_sense	1000	1000	1000	1000
914202	-	1055	gene_sense_leadless	1000	1000	1000	1000
916427	-	132	gap_sense	1000	811	1000	1000
917928	-	425	gene_sense	1000	851	1000	1000
919639	-	177	gene_antisense	1000	1000	816	856
923712	-	945	gene_sense_leadless	1000	1000	1000	1000
923954	+	60	gap_sense	1000	1000	923	1000
927926	-	144	gene_sense	1000	1000	1000	1000
930529	-	514	gap_sense	1000	1000	1000	1000
932202	+	251	gap_antisense	1000	1000	1000	1000
934723	+	249	gene_sense_leadless	1000	1000	1000	1000
938242	-	2678	gene_antisense	1000	1000	1000	1000
941123	-	217	gap_sense	1000	1000	1000	1000
941250	+	113	gene_sense	1000	127	1000	1000
942980	+	234	gene_antisense	1000	1000	1000	1000
944331	+	1789	gap_sense	1000	1000	1000	1000
948471	-	211	gene_sense_leadless	1000	1000	1000	1000
948646	+	75	gene_sense	1000	175	1000	1000
951186	+	303	gene_sense_leadless	1000	1000	1000	1000
953280	+	355	gene_sense	508	1000	1000	1000
960340	-	160	gap_sense	1000	1000	1000	1000
962683	+	3430	gene_sense	1000	1000	1000	1000
965809	-	2294	gap_sense	1000	1000	1000	1000
967821	+	768	gap_sense	1000	64	1000	1000
970285	-	969	gap_sense	1000	1000	1000	1000
970458	+	828	gap_sense	1000	173	1000	1000
976057	+	1105	gap_sense	1000	84	1000	1000
981314	-	835	gap_sense	1000	1000	1000	1000
982557	-	319	gene_sense_leadless	1000	1000	1000	1000
982728	+	1404	gap_sense	1000	1000	1000	1000
983654	-	203	gene_antisense	1000	1000	926	1000
988279	-	241	gene_antisense	1000	1000	1000	1000
999427	+	701	gap_sense	1000	1000	1000	1000
1001311	+	313	gene_antisense	1000	1000	1000	1000
1005437	+	143	gene_antisense	1000	1000	1000	1000
1006556	-	624	gene_sense	1000	1000	1000	1000
1006737	+	243	gene_antisense	1000	181	1000	838
1008210	+	705	gene_sense_leadless	1000	1000	1000	1000
1014646	+	696	gap_sense	1000	1000	1000	1000
1019969	-	146	gene_sense_leadless	1000	1000	1000	1000
1023228	+	137	gene_sense	1000	1000	1000	1000
1025207	-	141	gap_antisense	1000	354	1000	840
1026965	-	144	gap_sense	1000	1000	1000	1000
1032715	-	109	gene_sense	1000	1000	1000	1000
1038520	-	120	gene_sense	244	1000	1000	1000
1040631	-	1335	gene_sense	1000	537	1000	1000
1041268	+	496	gene_sense_leadless	619	100	1000	1000
1046029	-	117	gap_sense	1000	1000	1000	1000
1046140	+	162	gene_sense_leadless	1000	1000	1000	1000
1049060	+	464	gene_sense	1000	1000	1000	1000
1052614	-	261	gene_antisense	1000	1000	1000	1000
1054262	+	139	gene_sense	334	1000	1000	1000
1058097	-	923	gap_sense	1000	1000	1000	1000
1058261	+	139	gap_sense	1000	164	1000	1000
1061900	+	1018	gap_sense	1000	167	1000	1000
1065082	+	1508	gap_sense	1000	1000	1000	1000
1069884	+	161	gap_sense	1000	144	1000	1000
1074084	+	463	gene_sense	753	1000	1000	1000
1077155	-	155	gene_sense	803	685	1000	1000
1077958	+	1931	gap_sense	1000	118	1000	1000
1078549	+	289	gene_sense	591	709	1000	1000
1081268	+	172	gene_sense	1000	1000	1000	1000
1090332	+	173	gap_sense	1000	97	1000	1000
1092792	-	125	gene_antisense	1000	1000	1000	1000
1094822	+	1314	gene_antisense	1000	1000	1000	1000
1097365	+	417	gene_sense	539	1000	1000	1000
1098535	+	811	gene_sense	1000	1000	1000	1000
1101784	+	121	gap_sense	578	1000	1000	1000
1108534	-	1385	gap_sense	1000	1000	1000	1000
1109275	+	320	gap_sense	1000	100	1000	1000
1110127	+	187	gene_sense	1000	1000	1000	1000
1112309	+	541	gap_sense	1000	1000	1000	1000
1113865	+	1135	gap_sense	1000	1000	1000	1000
1115869	+	213	gene_sense	1000	657	1000	1000
1117189	+	228	gene_sense_leadless	1000	58	1000	1000
1118037	+	326	gene_sense	1000	906	1000	1000
1120005	-	139	gap_sense	1000	1000	1000	1000
1121742	+	206	gene_antisense	1000	1000	1000	1000
1123595	+	1601	gene_antisense	1000	1000	1000	1000
1127010	-	93	gap_sense	1000	1000	1000	1000
1130159	+	228	gap_sense	1000	1000	1000	1000
1131487	+	639	gap_sense	1000	1000	1000	1000
1134705	-	1087	gap_sense	1000	1000	1000	1000
1136517	-	985	gap_sense	360	1000	1000	1000
1136877	+	173	gene_antisense	1000	360	1000	897
1138253	+	455	gap_sense	1000	94	1000	1000
1144509	+	139	gap_sense	1000	1000	1000	1000
1148259	-	991	gap_antisense	1000	1000	1000	1000
1149695	+	256	gene_antisense	1000	1000	1000	1000
1153411	-	155	gene_antisense	1000	1000	1000	1000
1157052	+	109	gene_antisense	212	1000	1000	1000
1158742	-	164	gap_sense	1000	1000	1000	1000
1160438	-	61	gap_sense	1000	292	1000	1000
1161889	+	158	gene_antisense	1000	1000	1000	1000
1165685	-	631	gap_sense	1000	1000	1000	1000
1167096	+	108	gene_sense	1000	181	1000	1000
1169285	-	781	gap_sense	1000	1000	1000	1000
1179220	+	490	gap_sense	1000	1000	1000	1000
1183471	+	500	gap_sense	1000	1000	1000	1000
1187356	+	663	gap_sense	1000	1000	1000	1000
1187751	+	39	gene_sense	395	423	1000	1000
1195950	-	155	gene_sense	232	172	1000	1000
1198530	-	101	gene_sense	1000	884	1000	1000
1199414	-	692	gap_sense	1000	973	1000	884
1200520	+	238	gap_sense	1000	1000	1000	1000
1201722	+	336	gene_sense_leadless	1000	1000	1000	1000
1203272	+	931	gap_sense	1000	1000	1000	1000
1205967	-	2970	gap_sense	1000	1000	1000	1000
1208107	-	85	gene_antisense	1000	1000	1000	1000
1210600	+	388	gene_sense_leadless	1000	1000	922	1000
1211522	+	185	gap_sense	922	1000	1000	1000
1214237	-	138	gene_antisense	1000	1000	1000	1000
1220543	+	741	gap_sense	1000	1000	1000	1000
1221964	+	8726	gene_sense_leadless	1000	1000	1000	1000
1222849	+	310	gap_sense	885	1000	1000	1000
1224390	+	592	gene_sense_leadless	1000	1000	1000	1000
1225923	+	191	gene_antisense	1000	1000	1000	1000
1228745	+	640	gene_sense	1000	56	1000	1000
1231212	-	1125	gene_sense	1000	1000	1000	1000
1232319	-	158	gene_antisense	711	1000	1000	1000
1233030	+	315	gene_antisense	1000	711	1000	923
1233953	-	218	gene_sense	1000	408	923	1000
1236190	+	641	gene_sense_leadless	1000	1000	1000	1000
1238197	-	498	gene_sense_leadless	1000	1000	1000	1000
1239387	+	227	gap_sense	1000	1000	1000	1000
1241411	-	529	gap_sense	1000	1000	1000	1000
1241637	+	757	gap_sense	1000	226	1000	1000
1243677	+	669	gap_sense	1000	1000	1000	1000
1247134	+	263	gene_sense_leadless	1000	119	1000	1000
1251415	-	222	gap_sense	1000	1000	1000	1000
1254635	+	1175	gene_sense	1000	1000	1000	1000
1261713	-	9437	gap_sense	1000	1000	1000	1000
1267281	+	302	gap_sense	1000	1000	1000	1000
1268572	-	93	gene_sense	1000	442	1000	1000
1269963	-	465	gene_sense_leadless	1000	1000	1000	949
1274160	+	65	gene_sense	1000	1000	1000	1000
1277669	-	70	gene_sense	1000	1000	1000	1000
1279660	+	497	gene_sense_leadless	1000	1000	1000	1000
1282311	+	1288	gene_sense_leadless	276	1000	1000	1000
1286573	-	1182	gene_sense_leadless	1000	1000	1000	1000
1287129	+	1793	gap_sense	1000	1000	1000	1000
1288574	+	132	gene_sense	1000	1000	1000	1000
1292100	-	3508	gene_antisense	1000	1000	1000	1000
1294173	+	79	gene_sense_leadless	484	1000	1000	1000
1298697	-	321	gene_sense_leadless	1000	270	1000	1000
1300168	+	289	gap_sense	1000	1000	1000	1000
1300224	-	1069	gap_sense	1000	1000	1000	1000
1301231	+	758	gap_sense	487	1000	1000	1000
1302860	+	746	gap_sense	1000	1000	1000	1000
1302897	-	1799	gap_sense	1000	1000	1000	1000
1304573	-	116	gene_antisense	1000	1000	1000	1000
1306078	-	6804	gap_sense	1000	1000	1000	1000
1308914	+	2744	gap_sense	1000	1000	1000	1000
1309686	+	56	gene_sense	772	1000	1000	1000
1313308	-	305	gap_sense	316	1000	1000	1000
1313661	+	426	gap_sense	1000	1000	1000	1000
1316324	+	470	gene_sense	1000	1000	1000	1000
1325692	-	3074	gap_sense	1000	1000	1000	1000
1329311	-	132	gene_sense_leadless	1000	1000	1000	1000
1330473	+	1058	gene_sense	1000	1000	1000	1000
1334945	+	827	gene_sense	1000	1000	1000	1000
1338519	-	2059	gene_sense_leadless	1000	1000	1000	1000
1338896	+	4840	gap_sense	1000	1000	1000	1000
1340989	+	1163	gap_sense	357	1000	1000	1000
1345601	+	183	gene_sense	335	435	1000	1000
1348725	+	248	gene_sense_leadless	1000	1000	1000	1000
1348737	-	288	gene_antisense	1000	1000	1000	1000
1351752	+	151	gene_sense	555	1000	1000	1000
1353163	+	659	gene_sense_leadless	1000	1000	1000	1000
1354199	+	5003	gap_sense	1000	1000	1000	1000
1359165	+	1058	gene_antisense	1000	1000	1000	1000
1365896	+	100	gene_sense	581	1000	1000	1000
1371231	-	233	gene_antisense	1000	270	1000	1000
1374276	-	1086	gap_sense	1000	1000	1000	1000
1374611	+	97	gene_antisense	1000	335	1000	1000
1383189	+	800	gap_sense	1000	1000	1000	1000
1384284	+	153	gene_sense_leadless	1000	1000	1000	1000
1386816	+	585	gap_sense	1000	1000	1000	1000
1388658	-	271	gap_sense	1000	592	1000	1000
1390151	-	274	gene_sense	1000	1000	1000	1000
1400395	-	931	gene_antisense	1000	1000	1000	1000
1406090	-	176	gene_sense	1000	1000	1000	1000
1408191	+	370	gene_sense	1000	838	1000	1000
1409939	-	162	gene_sense_leadless	498	439	1000	1000
1411998	+	1306	gene_sense	1000	1000	1000	1000
1413230	-	864	gap_antisense	1000	1000	1000	1000
1413377	+	587	gene_sense	1000	147	1000	1000
1415871	-	302	gap_sense	1000	1000	1000	1000
1417405	-	91	gap_sense	1000	1000	1000	1000
1420039	+	892	gene_antisense	420	257	1000	1000
1424178	+	764	gap_sense	1000	1000	1000	1000
1426240	+	485	gene_sense	1000	1000	1000	1000
1433536	-	213	gene_sense	1000	1000	1000	1000
1437920	+	324	gene_sense	641	777	1000	1000
1440079	-	199	gene_antisense	448	1000	1000	848
1440811	+	139	gene_sense_leadless	284	1000	1000	1000
1442779	+	193	gene_sense	1000	1000	1000	1000
1446385	+	344	gene_sense_leadless	1000	1000	1000	1000
1449181	+	207	gene_sense	295	1000	1000	1000
1453013	+	2576	gap_sense	1000	1000	1000	1000
1455102	+	1577	gap_sense	1000	1000	1000	1000
1457130	+	878	gene_sense	1000	1000	1000	1000
1458319	+	528	gene_sense	1000	1000	1000	1000
1461663	+	223	gene_sense	612	1000	1000	1000
1468141	+	348	gap_antisense	365	1000	1000	1000
1469176	-	139	gene_sense	1000	1000	1000	1000
1470327	+	593	gene_sense_leadless	1000	1000	1000	1000
1473663	+	2152	gap_sense	1000	1000	1000	1000
1479124	-	182	gene_sense_leadless	1000	1000	1000	1000
1485774	-	3552	gene_sense_leadless	1000	1000	1000	1000
1486922	-	373	gene_antisense	245	1000	1000	1000
1487167	+	1453	gene_sense_leadless	1000	1000	1000	1000
1494570	+	306	gene_sense_leadless	1000	88	1000	1000
1500667	+	2006	gene_sense_leadless	1000	1000	1000	1000
1502923	-	173	gene_antisense	1000	474	1000	1000
1504886	+	611	gene_sense	550	1000	1000	1000
1505974	+	569	gene_sense	1000	1000	1000	1000
1507427	+	142	gene_sense	666	1000	1000	1000
1508929	-	380	gene_sense_leadless	1000	1000	1000	1000
1509040	+	450	gene_sense	1000	1000	1000	1000
1509193	+	602	gene_sense	1000	1000	1000	1000
1510757	+	96	gene_sense	255	1000	1000	1000
1512616	-	35	gap_sense	1000	1000	1000	1000
1512870	+	382	gap_sense	1000	254	1000	1000
1518734	+	1229	gap_sense	1000	1000	1000	1000
1521424	+	306	gene_antisense	603	1000	1000	1000
1524620	+	460	gene_antisense	1000	1000	1000	1000
1525642	+	90	gene_antisense	1000	1000	1000	1000
1530765	-	345	gene_antisense	1000	1000	1000	1000
1531354	+	304	gene_sense_leadless	1000	1000	1000	1000
1533668	-	717	gap_sense	1000	1000	1000	1000
1535560	-	187	gap_sense	1000	1000	1000	1000
1537718	-	308	gap_sense	1000	1000	1000	1000
1538246	-	403	gap_sense	1000	1000	1000	1000
1540727	-	265	gap_sense	1000	1000	1000	1000
